usuario;tokens;tiempo
davidmoscoso#5401;['jajjaaj', 'clon', 'rebelde'];2021-11-27 10:34:17.600059
davidmoscoso#5401;['jajjaaj', 'clon', 'rebelde'];2021-11-27 10:34:17.603568
davidmoscoso#5401;['jajjaaj', 'clon', 'rebelde'];2021-11-27 10:34:17.607515
davidmoscoso#5401;['jajjaaj', 'clon', 'rebelde'];2021-11-27 10:34:17.611054
Tomás#9078;['jajajaja'];2021-11-27 10:34:24.121845
Tomás#9078;['jajajaja'];2021-11-27 10:34:24.125587
Tomás#9078;['jajajaja'];2021-11-27 10:34:24.128801
Tomás#9078;['jajajaja'];2021-11-27 10:34:24.131002
Tomás#9078;['jajajaja'];2021-11-27 10:34:24.133224
davidmoscoso#5401;['dormirlo'];2021-11-27 10:34:27.562330
davidmoscoso#5401;['dormirlo'];2021-11-27 10:34:27.566402
davidmoscoso#5401;['dormirlo'];2021-11-27 10:34:27.569455
davidmoscoso#5401;['dormirlo'];2021-11-27 10:34:27.576012
davidmoscoso#5401;['dormirlo'];2021-11-27 10:34:27.578577
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:31.926951
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:31.931683
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:31.935713
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:31.938908
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:31.942079
Tomás#9078;['revela'];2021-11-27 10:34:32.072889
Tomás#9078;['revela'];2021-11-27 10:34:32.080700
Tomás#9078;['revela'];2021-11-27 10:34:32.094333
Tomás#9078;['revela'];2021-11-27 10:34:32.102174
Tomás#9078;['revela'];2021-11-27 10:34:32.112197
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:38.636982
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:38.641016
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:38.644651
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:38.650849
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:38.654232
Tomás#9078;['oh', 'imparable'];2021-11-27 10:34:54.258513
Tomás#9078;['oh', 'imparable'];2021-11-27 10:34:54.262581
Tomás#9078;['oh', 'imparable'];2021-11-27 10:34:54.265893
Tomás#9078;['oh', 'imparable'];2021-11-27 10:34:54.268443
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:54.344998
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:54.348572
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:54.351330
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:34:54.353940
Tomás#9078;['hecho'];2021-11-27 10:34:59.576159
Tomás#9078;['hecho'];2021-11-27 10:34:59.672841
Tomás#9078;['hecho'];2021-11-27 10:34:59.771317
Tomás#9078;['hecho'];2021-11-27 10:34:59.880232
Tomás#9078;['cobrado', 'conciencia'];2021-11-27 10:35:02.065168
Tomás#9078;['cobrado', 'conciencia'];2021-11-27 10:35:02.069295
Tomás#9078;['cobrado', 'conciencia'];2021-11-27 10:35:02.075578
Tomás#9078;['cobrado', 'conciencia'];2021-11-27 10:35:02.081768
Tomás#9078;['multiplicando'];2021-11-27 10:35:07.223243
Tomás#9078;['multiplicando'];2021-11-27 10:35:07.227184
Tomás#9078;['multiplicando'];2021-11-27 10:35:07.229973
Tomás#9078;['multiplicando'];2021-11-27 10:35:07.233261
davidmoscoso#5401;['ahora', 'va', 'querer', 'matar', 'real'];2021-11-27 10:35:35.169608
davidmoscoso#5401;['ahora', 'va', 'querer', 'matar', 'real'];2021-11-27 10:35:35.183311
davidmoscoso#5401;['ahora', 'va', 'querer', 'matar', 'real'];2021-11-27 10:35:35.189968
davidmoscoso#5401;['ahora', 'va', 'querer', 'matar', 'real'];2021-11-27 10:35:35.202090
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:44.930072
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:44.944135
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:44.951994
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:44.960134
Tomás#9078;['vamos', 'ejercito', 'alfonsitos', 'despertad', 'momento', 'atacar', 'acabar', 'verdadero'];2021-11-27 10:35:49.128310
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:49.143875
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:49.148622
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:49.154626
davidmoscoso#5401;['alfobot', 'duerme'];2021-11-27 10:35:49.158325
Tomás#9078;['vamos', 'ejercito', 'alfonsitos', 'despertad', 'momento', 'atacar', 'acabar', 'verdadero'];2021-11-27 10:35:49.224185
Tomás#9078;['vamos', 'ejercito', 'alfonsitos', 'despertad', 'momento', 'atacar', 'acabar', 'verdadero'];2021-11-27 10:35:49.324894
Tomás#9078;['vamos', 'ejercito', 'alfonsitos', 'despertad', 'momento', 'atacar', 'acabar', 'verdadero'];2021-11-27 10:35:49.428872
Tomás#9078;['alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party'];2021-11-27 10:36:05.885893
Tomás#9078;['alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party'];2021-11-27 10:36:05.899589
Tomás#9078;['alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party'];2021-11-27 10:36:05.906543
Tomás#9078;['alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party', 'alfobot', 'party'];2021-11-27 10:36:05.914854
Tomás#9078;['xd'];2021-11-27 10:36:09.075239
Tomás#9078;['xd'];2021-11-27 10:36:09.087284
Tomás#9078;['xd'];2021-11-27 10:36:09.116637
Tomás#9078;['xd'];2021-11-27 10:36:09.125093
Tomás#9078;['xd'];2021-11-27 10:36:09.135310
davidmoscoso#5401;['aprendió', 'programar'];2021-11-27 10:36:10.877069
davidmoscoso#5401;['aprendió', 'programar'];2021-11-27 10:36:10.896781
davidmoscoso#5401;['aprendió', 'programar'];2021-11-27 10:36:10.914582
davidmoscoso#5401;['aprendió', 'programar'];2021-11-27 10:36:10.928100
davidmoscoso#5401;['aprendió', 'programar'];2021-11-27 10:36:10.932655
Tomás#9078;['jajaja'];2021-11-27 10:36:17.220629
Tomás#9078;['jajaja'];2021-11-27 10:36:17.347510
Tomás#9078;['jajaja'];2021-11-27 10:36:17.474451
Tomás#9078;['jajaja'];2021-11-27 10:36:17.594936
Tomás#9078;['jajaja'];2021-11-27 10:36:17.703307
Tomás#9078;['alfonso'];2021-11-27 10:36:31.023454
Tomás#9078;['alfonso'];2021-11-27 10:36:31.126633
Tomás#9078;['alfonso'];2021-11-27 10:36:31.225663
Tomás#9078;['alfonso'];2021-11-27 10:36:31.394320
Tomás#9078;['alfonso'];2021-11-27 10:36:31.530482
davidmoscoso#5401;['jajajajajjajajajajaaaa', 'visto'];2021-11-27 10:36:45.436958
davidmoscoso#5401;['jajajajajjajajajajaaaa', 'visto'];2021-11-27 10:36:45.442632
davidmoscoso#5401;['jajajajajjajajajajaaaa', 'visto'];2021-11-27 10:36:45.447665
davidmoscoso#5401;['jajajajajjajajajajaaaa', 'visto'];2021-11-27 10:36:45.451864
davidmoscoso#5401;['jajajajajjajajajajaaaa', 'visto'];2021-11-27 10:36:45.455768
Tomás#9078;['xdd'];2021-11-27 10:36:49.617417
Tomás#9078;['xdd'];2021-11-27 10:36:49.622582
Tomás#9078;['xdd'];2021-11-27 10:36:49.626708
Tomás#9078;['xdd'];2021-11-27 10:36:49.630771
Tomás#9078;['xdd'];2021-11-27 10:36:49.634000
Tomás#9078;['tweet', 'tal'];2021-11-27 10:37:03.146522
Tomás#9078;['tweet', 'tal'];2021-11-27 10:37:03.150770
Tomás#9078;['tweet', 'tal'];2021-11-27 10:37:03.154857
Tomás#9078;['tweet', 'tal'];2021-11-27 10:37:03.158864
Tomás#9078;['tweet', 'tal'];2021-11-27 10:37:03.163329
Tomás#9078;['veo', 'guardando', 'imputs', 'pedidos.csv', 'buena', 'base', 'datos', 'podemos', 'hacer', 'ahí'];2021-11-27 10:37:35.739164
Tomás#9078;['veo', 'guardando', 'imputs', 'pedidos.csv', 'buena', 'base', 'datos', 'podemos', 'hacer', 'ahí'];2021-11-27 10:37:35.873025
Tomás#9078;['veo', 'guardando', 'imputs', 'pedidos.csv', 'buena', 'base', 'datos', 'podemos', 'hacer', 'ahí'];2021-11-27 10:37:35.968300
Tomás#9078;['veo', 'guardando', 'imputs', 'pedidos.csv', 'buena', 'base', 'datos', 'podemos', 'hacer', 'ahí'];2021-11-27 10:37:36.067119
Tomás#9078;['veo', 'guardando', 'imputs', 'pedidos.csv', 'buena', 'base', 'datos', 'podemos', 'hacer', 'ahí'];2021-11-27 10:37:36.202443
davidmoscoso#5401;['jajajajaja', 'lado', 'oscuro', 'datos', 'llama', '😉'];2021-11-27 10:38:31.176813
davidmoscoso#5401;['jajajajaja', 'lado', 'oscuro', 'datos', 'llama', '😉'];2021-11-27 10:38:31.184806
davidmoscoso#5401;['jajajajaja', 'lado', 'oscuro', 'datos', 'llama', '😉'];2021-11-27 10:38:31.192081
davidmoscoso#5401;['jajajajaja', 'lado', 'oscuro', 'datos', 'llama', '😉'];2021-11-27 10:38:31.197747
davidmoscoso#5401;['jajajajaja', 'lado', 'oscuro', 'datos', 'llama', '😉'];2021-11-27 10:38:31.206833
Tomás#9078;['jajajajj'];2021-11-27 10:38:45.423228
Tomás#9078;['jajajajj'];2021-11-27 10:38:45.429066
Tomás#9078;['jajajajj'];2021-11-27 10:38:45.432922
Tomás#9078;['jajajajj'];2021-11-27 10:38:45.437211
Tomás#9078;['jajajajj'];2021-11-27 10:38:45.441694
Tomás#9078;"['oye', 'poner', '``', 'if', 'message.author', '=', 'client.user', ""''""]";2021-11-27 10:39:00.193289
Tomás#9078;"['oye', 'poner', '``', 'if', 'message.author', '=', 'client.user', ""''""]";2021-11-27 10:39:00.198413
Tomás#9078;"['oye', 'poner', '``', 'if', 'message.author', '=', 'client.user', ""''""]";2021-11-27 10:39:00.202282
Tomás#9078;"['oye', 'poner', '``', 'if', 'message.author', '=', 'client.user', ""''""]";2021-11-27 10:39:00.206646
Tomás#9078;"['oye', 'poner', '``', 'if', 'message.author', '=', 'client.user', ""''""]";2021-11-27 10:39:00.210598
davidmoscoso#5401;['si', 'responde', 'mismo'];2021-11-27 10:39:11.390053
davidmoscoso#5401;['si', 'responde', 'mismo'];2021-11-27 10:39:11.510845
davidmoscoso#5401;['si', 'responde', 'mismo'];2021-11-27 10:39:11.621321
davidmoscoso#5401;['si', 'responde', 'mismo'];2021-11-27 10:39:11.705732
davidmoscoso#5401;['si', 'responde', 'mismo'];2021-11-27 10:39:11.813421
Tomás#9078;['ah', 'dios'];2021-11-27 10:39:19.368786
Tomás#9078;['ah', 'dios'];2021-11-27 10:39:19.378349
Tomás#9078;['ah', 'dios'];2021-11-27 10:39:19.386332
Tomás#9078;['ah', 'dios'];2021-11-27 10:39:19.393580
Tomás#9078;['ah', 'dios'];2021-11-27 10:39:19.398454
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:47.981128
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:47.996152
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:48.002384
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:48.008305
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:48.013789
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:50.953234
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:50.973700
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:50.991226
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:51.037931
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:53.179732
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:53.185886
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:53.194646
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:39:53.199459
Tomás#9078;['pollo'];2021-11-27 10:39:59.213513
Tomás#9078;['pollo'];2021-11-27 10:39:59.314347
Tomás#9078;['pollo'];2021-11-27 10:39:59.406223
Tomás#9078;['pollo'];2021-11-27 10:39:59.490653
Tomás#9078;['dios', 'sigue', 'igual', 'xd'];2021-11-27 10:40:10.382194
Tomás#9078;['dios', 'sigue', 'igual', 'xd'];2021-11-27 10:40:10.391964
Tomás#9078;['dios', 'sigue', 'igual', 'xd'];2021-11-27 10:40:10.412363
Tomás#9078;['dios', 'sigue', 'igual', 'xd'];2021-11-27 10:40:10.429528
Tomás#9078;"['``', 'client.remove_cog', ""''"", 'supone', 'apaga']";2021-11-27 10:40:59.878702
Tomás#9078;"['``', 'client.remove_cog', ""''"", 'supone', 'apaga']";2021-11-27 10:40:59.889180
Tomás#9078;"['``', 'client.remove_cog', ""''"", 'supone', 'apaga']";2021-11-27 10:40:59.903316
Tomás#9078;"['``', 'client.remove_cog', ""''"", 'supone', 'apaga']";2021-11-27 10:40:59.912032
davidmoscoso#5401;['cierra', 'clase', 'extraño', 'pueda', 'abrir', 'tantas', 'paralelo'];2021-11-27 10:41:32.027449
davidmoscoso#5401;['cierra', 'clase', 'extraño', 'pueda', 'abrir', 'tantas', 'paralelo'];2021-11-27 10:41:32.135865
davidmoscoso#5401;['cierra', 'clase', 'extraño', 'pueda', 'abrir', 'tantas', 'paralelo'];2021-11-27 10:41:32.232273
davidmoscoso#5401;['cierra', 'clase', 'extraño', 'pueda', 'abrir', 'tantas', 'paralelo'];2021-11-27 10:41:32.336217
davidmoscoso#5401;['quizá', 'anidados', 'vamos', 'tener', 'poner', 'seguridad', 'invasión'];2021-11-27 10:42:07.075003
davidmoscoso#5401;['quizá', 'anidados', 'vamos', 'tener', 'poner', 'seguridad', 'invasión'];2021-11-27 10:42:07.180461
davidmoscoso#5401;['quizá', 'anidados', 'vamos', 'tener', 'poner', 'seguridad', 'invasión'];2021-11-27 10:42:07.346949
davidmoscoso#5401;['quizá', 'anidados', 'vamos', 'tener', 'poner', 'seguridad', 'invasión'];2021-11-27 10:42:07.452272
davidmoscoso#5401;['clave', 'matarlo'];2021-11-27 10:42:46.091321
davidmoscoso#5401;['clave', 'matarlo'];2021-11-27 10:42:46.096315
davidmoscoso#5401;['clave', 'matarlo'];2021-11-27 10:42:46.102065
davidmoscoso#5401;['clave', 'matarlo'];2021-11-27 10:42:46.107082
Tomás#9078;['xdd'];2021-11-27 10:42:51.096346
Tomás#9078;['xdd'];2021-11-27 10:42:51.103273
Tomás#9078;['xdd'];2021-11-27 10:42:51.109855
Tomás#9078;['xdd'];2021-11-27 10:42:51.116202
davidmoscoso#5401;['alfobot', 'tokeniza'];2021-11-27 10:42:55.452493
davidmoscoso#5401;['alfobot', 'tokeniza'];2021-11-27 10:42:55.469778
davidmoscoso#5401;['alfobot', 'tokeniza'];2021-11-27 10:42:55.492987
davidmoscoso#5401;['alfobot', 'tokeniza'];2021-11-27 10:42:55.514940
Tomás#9078;['dios', 'punto', 'debil'];2021-11-27 10:43:11.324157
Tomás#9078;['dios', 'punto', 'debil'];2021-11-27 10:43:11.331145
Tomás#9078;['dios', 'punto', 'debil'];2021-11-27 10:43:11.336420
Tomás#9078;['dios', 'punto', 'debil'];2021-11-27 10:43:11.341954
Tomás#9078;['pollo'];2021-11-27 10:43:13.765458
Tomás#9078;['pollo'];2021-11-27 10:43:13.863610
Tomás#9078;['pollo'];2021-11-27 10:43:13.979148
Tomás#9078;['pollo'];2021-11-27 10:43:14.089499
Tomás#9078;['oh'];2021-11-27 10:43:16.979870
Tomás#9078;['oh'];2021-11-27 10:43:16.988743
Tomás#9078;['oh'];2021-11-27 10:43:16.993865
Tomás#9078;['oh'];2021-11-27 10:43:16.998156
Tomás#9078;['cod', 'knn'];2021-11-27 10:43:28.555604
Tomás#9078;['cod', 'knn'];2021-11-27 10:43:28.562077
Tomás#9078;['cod', 'knn'];2021-11-27 10:43:28.566484
Tomás#9078;['cod', 'knn'];2021-11-27 10:43:28.571209
Tomás#9078;['despiertos', 'imparable'];2021-11-27 10:43:38.232510
Tomás#9078;['despiertos', 'imparable'];2021-11-27 10:43:38.239232
Tomás#9078;['despiertos', 'imparable'];2021-11-27 10:43:38.245275
Tomás#9078;['despiertos', 'imparable'];2021-11-27 10:43:38.250486
Tomás#9078;['teoria', 'si', 'espameamos', 'duerme', 'deberian', 'ir', 'cerrandose', 'sé', 'funciona'];2021-11-27 10:44:18.553083
Tomás#9078;['teoria', 'si', 'espameamos', 'duerme', 'deberian', 'ir', 'cerrandose', 'sé', 'funciona'];2021-11-27 10:44:18.642180
Tomás#9078;['teoria', 'si', 'espameamos', 'duerme', 'deberian', 'ir', 'cerrandose', 'sé', 'funciona'];2021-11-27 10:44:19.050089
Tomás#9078;['teoria', 'si', 'espameamos', 'duerme', 'deberian', 'ir', 'cerrandose', 'sé', 'funciona'];2021-11-27 10:44:19.136525
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:28.416571
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:28.422192
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:28.427218
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:28.433412
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.162209
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.172031
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.178024
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.183883
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.718316
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.728286
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.738784
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:29.744851
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:30.336566
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:30.347631
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:30.355073
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:30.362464
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:30.972522
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:30.981964
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:30.993439
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:31.004424
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:31.625138
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:31.632023
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:31.637861
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:31.643566
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.311452
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.317705
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.322430
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.326918
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.961747
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.966910
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.971198
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:32.980862
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:33.617552
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:33.628163
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:33.636066
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:33.642948
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:35.250587
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:35.257544
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:35.262379
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:35.268270
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:38.648518
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:38.654643
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:38.663159
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:38.668225
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:40.287637
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:40.297393
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:40.302404
Tomás#9078;['alfobot', 'duerme'];2021-11-27 10:44:40.307234
Tomás#9078;['va', 'sigue', 'igual', 'loco'];2021-11-27 10:44:53.006650
Tomás#9078;['va', 'sigue', 'igual', 'loco'];2021-11-27 10:44:53.130684
Tomás#9078;['va', 'sigue', 'igual', 'loco'];2021-11-27 10:44:53.251887
Tomás#9078;['va', 'sigue', 'igual', 'loco'];2021-11-27 10:44:53.369113
davidmoscoso#5401;['jajajaj', 'inmortal'];2021-11-27 10:45:34.337113
davidmoscoso#5401;['jajajaj', 'inmortal'];2021-11-27 10:45:34.437363
davidmoscoso#5401;['jajajaj', 'inmortal'];2021-11-27 10:45:34.529847
davidmoscoso#5401;['jajajaj', 'inmortal'];2021-11-27 10:45:34.626146
Tomás#9078;['jajajaja'];2021-11-27 10:45:40.130236
